Trial,Image No.,Filename,Actual Class,Actual Sign,Predicted Class,Predicted Sign,Correct,Status,Error,HOG Matches Saved Features,Within 2 Seconds,Image Loading Time (s),ROI Segmentation Time (s),HOG Extraction Time (s),Feature Scaling Time (s),LR Prediction Time (s),End-to-End Time (s)
2,51,026_1_0016.png,26,keep Right,26,keep Right,True,Success,,True,True,0.0013371999957598746,0.008507999998982996,0.004451100016012788,0.0007986999989952892,0.0010970000002998859,0.016192000010050833
2,52,028_1_0007.png,28,watch out for cars,28,watch out for cars,True,Success,,True,True,0.0026316000148653984,0.017810999997891486,0.004821499984245747,0.0008482999983243644,0.0014998000115156174,0.027612200006842613
2,53,030_1_0002.png,30,Non-motor vehicle allowed,30,Non-motor vehicle allowed,True,Success,,True,True,0.0032152000057976693,0.022206699999514967,0.005130199977429584,0.0007520000217482448,0.0013571000017691404,0.032661200006259605
2,54,030_1_0023.png,30,Non-motor vehicle allowed,30,Non-motor vehicle allowed,True,Success,,True,True,0.0014565000019501895,0.00863929998013191,0.005493900011060759,0.0007657000096514821,0.0014176999975461513,0.01777310000034049
2,55,032_1_0001_1_j.png,32,Watch for Road Divider,32,Watch for Road Divider,True,Success,,True,True,0.0022228000161703676,0.015646399988327175,0.004120500001590699,0.0008443999977316707,0.0013426000077743083,0.02417670001159422
2,56,032_1_0002_1_j.png,32,Watch for Road Divider,32,Watch for Road Divider,True,Success,,True,True,0.0022573000169359148,0.01221289997920394,0.004080200014868751,0.0006477999850176275,0.001275400019949302,0.020473600015975535
2,57,033_1_0001.png,33,Watch for Traffic signals,33,Watch for Traffic signals,True,Success,,True,True,0.0022773999953642488,0.00908079999499023,0.004190800013020635,0.0005859999801032245,0.0011304999934509397,0.017265499976929277
2,58,034_1_0002.png,34,Danger Ahead,34,Danger Ahead,True,Success,,True,True,0.0015481000009458512,0.005472899996675551,0.0037700999819207937,0.0005393000028561801,0.001033600012306124,0.0123639999947045
2,59,034_1_0003_1_j.png,34,Danger Ahead,34,Danger Ahead,True,Success,,True,True,0.0017612999945413321,0.007391899998765439,0.0038505000120494515,0.0005502999993041158,0.0011847999994643033,0.014738800004124641
2,60,035_1_0002.png,35,Watch for Zebra Crossing,35,Watch for Zebra Crossing,True,Success,,True,True,0.0015343000122811645,0.008017799991648644,0.0035849999985657632,0.0005554000090342015,0.0010920999920926988,0.014784600003622472
2,61,035_1_0003.png,35,Watch for Zebra Crossing,35,Watch for Zebra Crossing,True,Success,,True,True,0.0014401000225916505,0.0049510999815538526,0.004093800002010539,0.0005714000144507736,0.0010971000010613352,0.012153500021668151
2,62,035_1_0004.png,35,Watch for Zebra Crossing,35,Watch for Zebra Crossing,True,Success,,True,True,0.0021641000057570636,0.007968799996888265,0.003876800008583814,0.0005843999970238656,0.0011146999895572662,0.015708799997810274
2,63,037_1_0009.png,37,Watch for Children crossing,37,Watch for Children crossing,True,Success,,True,True,0.002042199979769066,0.010692300013033673,0.0037539000040851533,0.0005734000005759299,0.0010984999826177955,0.018160299980081618
2,64,043_1_0021.png,43,Go right or straight,43,Go right or straight,True,Success,,True,True,0.0028876999858766794,0.017227300006197765,0.0040028000075835735,0.000596500001847744,0.0011714999855030328,0.025885799987008795
2,65,045_1_0004.png,45,Near the village,45,Near the village,True,Success,,True,True,0.002031000010902062,0.008861200010869652,0.0041739000007510185,0.0005849000008311123,0.001126299990573898,0.016777300013927743
2,66,045_1_0009.png,45,Near the village,45,Near the village,True,Success,,True,True,0.001789500005543232,0.010554100008448586,0.004072599986102432,0.00058230001013726,0.00111859999014996,0.01811710000038147
2,67,047_1_0003.png,47,Watch for Trains,47,Watch for Trains,True,Success,,True,True,0.0017728999955579638,0.005084100004751235,0.0037206000124569982,0.0005786999827250838,0.001109600008931011,0.012265900004422292
2,68,049_1_0010.png,49,Watch for consecutive turnings,49,Watch for consecutive turnings,True,Success,,True,True,0.0014642000023741275,0.006101999984821305,0.002787200006423518,0.0005715999868698418,0.001123499998357147,0.012048499978845939
2,69,050_1_0003.png,50,Watch for fences,50,Watch for fences,True,Success,,True,True,0.002977099997224286,0.02356030000373721,0.004009099997347221,0.0005836000200361013,0.0010787000064738095,0.03220880002481863
2,70,055_1_0031.png,55,No entry,55,No entry,True,Success,,True,True,0.0018973000114783645,0.009957299975212663,0.003940599999623373,0.000648700020974502,0.0010914999875240028,0.017535399994812906
2,71,056_1_0010.png,56,Slow down to yield,56,Slow down to yield,True,Success,,True,True,0.002818699984345585,0.017629300011321902,0.004023699992103502,0.0008003000111784786,0.0010219999821856618,0.02629399998113513
2,72,008_1_0008_1_j.png,8,Don't Go straight or left,8,Don't Go straight or left,True,Success,,True,True,0.0018060999864246696,0.006193000008352101,0.004208800004562363,0.000668499997118488,0.0012996000004932284,0.01417599999695085
2,73,023_1_0002_1_j.png,23,Go Left or right,23,Go Left or right,True,Success,,True,True,0.002009299991186708,0.009781900007510558,0.004484400007640943,0.0006116999720688909,0.0012392000062391162,0.018126499984646216
2,74,030_1_0018_1_j.png,30,Non-motor vehicle allowed,30,Non-motor vehicle allowed,True,Success,,True,True,0.00199280001106672,0.010585099982563406,0.003659900015918538,0.0005987999902572483,0.0011660000018309802,0.018002600001636893
2,75,052_1_0008_1_j.png,52,Stop to yield,52,Stop to yield,True,Success,,True,True,0.0025129999849013984,0.014565499994205311,0.0039416000072378665,0.0006273000035434961,0.0012103999906685203,0.022857799980556592
2,76,010_1_0013.png,10,Don't Go straight,10,Don't Go straight,True,Success,,True,True,0.0016662999987602234,0.005928600003244355,0.004029299976537004,0.0006256000197026879,0.0012506000057328492,0.01350040000397712
2,77,011_1_0019.png,11,Don't Go Left,11,Don't Go Left,True,Success,,True,True,0.0028917999879922718,0.014781200006837025,0.003922900010365993,0.0006030999938957393,0.001145699992775917,0.023344699991866946
2,78,023_1_0005.png,23,Go Left or right,23,Go Left or right,True,Success,,True,True,0.0021207999961916357,0.011575899989111349,0.0031233000045176595,0.0006255999905988574,0.0012892000086139888,0.01873479998903349
2,79,028_1_0216.png,28,watch out for cars,28,watch out for cars,True,Success,,True,True,0.002713699999731034,0.014671399985672906,0.003990500001236796,0.0006571000267285854,0.0011058999807573855,0.023138599994126707
2,80,029_1_0015.png,29,Horn,29,Horn,True,Success,,True,True,0.001973100006580353,0.011003399995388463,0.00358550000237301,0.0005778000049758703,0.0011608999921008945,0.01830070000141859
2,81,031_1_0020.png,31,Uturn allowed,31,Uturn allowed,True,Success,,True,True,0.004811799997696653,0.02714579997700639,0.004455400019651279,0.0005930000043008476,0.001201699982630089,0.03820769998128526
2,82,036_1_0014.png,36,Watch for non-motor vehicle,36,Watch for non-motor vehicle,True,Success,,True,True,0.00287430000025779,0.016472799994517118,0.004137100011575967,0.0006107999943196774,0.0012215000169817358,0.025316500017652288
2,83,036_1_0016.png,36,Watch for non-motor vehicle,36,Watch for non-motor vehicle,True,Success,,True,True,0.0017609999922569841,0.009296200005337596,0.004279099986888468,0.0006496999994851649,0.0012315000058151782,0.01721749998978339
2,84,036_1_0019.png,36,Watch for non-motor vehicle,36,Watch for non-motor vehicle,True,Success,,True,True,0.001327700010733679,0.004720600001746789,0.0057400999940000474,0.0008007999858818948,0.001336900022579357,0.013926100014941767
3,1,001_0004.png,1,Speed limit fifteen kilometers per hour,1,Speed limit fifteen kilometers per hour,True,Success,,True,True,0.0007110000005923212,0.004063100001076236,0.0058376999804750085,0.0009953000117093325,0.0013663000136148185,0.012973400007467717
3,2,002_0036.png,2,Speed limit thirty kilometers per hour,2,Speed limit thirty kilometers per hour,True,Success,,True,True,0.003478700004052371,0.020825099985813722,0.006197900016559288,0.0009865000029094517,0.0015618999896105379,0.03305009999894537
3,3,005_0030.png,5,Speed limit sixty kilometers per hour,5,Speed limit sixty kilometers per hour,True,Success,,True,True,0.0016733999946154654,0.015062599995872006,0.0038920000079087913,0.0009092999971471727,0.0012523999903351068,0.022789699985878542
3,4,020_0003.png,20,Go straight or right,20,Go straight or right,True,Success,,True,True,0.002733400004217401,0.021130000008270144,0.005190199997741729,0.0007511999865528196,0.0013953000016044825,0.031200099998386577
3,5,020_0004.png,20,Go straight or right,20,Go straight or right,True,Success,,True,True,0.002527899981942028,0.014785600011236966,0.005691300000762567,0.000911299983272329,0.0014211000234354287,0.025337200000649318
3,6,020_0006.png,20,Go straight or right,20,Go straight or right,True,Success,,True,True,0.004478300019400194,0.0339889999886509,0.004008899995824322,0.0006476000125985593,0.0012187999964226037,0.04434260001289658
3,7,021_0003.png,21,Go straight,21,Go straight,True,Success,,True,True,0.0014085000148043036,0.0052930999954696745,0.0038343000051099807,0.0006136999872978777,0.0013629999884869903,0.012512599991168827
3,8,021_0002_j.png,21,Go straight,21,Go straight,True,Success,,True,True,0.0016534000169485807,0.009991600003559142,0.004274699982488528,0.0006507000070996583,0.0010409000096842647,0.017611300019780174
3,9,027_0002.png,27,Roundabout mandatory,27,Roundabout mandatory,True,Success,,True,True,0.0020425000111572444,0.011619700002484024,0.003919999988283962,0.0005858000076841563,0.001187499990919605,0.01935550000052899
3,10,031_0011.png,31,Uturn allowed,31,Uturn allowed,True,Success,,True,True,0.001802100014174357,0.008245499979238957,0.004596300015691668,0.0008975999953690916,0.0015291000017896295,0.017070600006263703
3,11,038_0008.png,38,Dangerous curve to the left,38,Dangerous curve to the left,True,Success,,True,True,0.002732699998887256,0.017084899998735636,0.005923600023379549,0.0007459999760612845,0.0014471000176854432,0.02793430001474917
3,12,042_0002_j.png,42,Slow down,42,Slow down,True,Success,,True,True,0.0018983000190928578,0.013523299974622205,0.00546710001071915,0.0007690000056754798,0.0013553999888245016,0.023013099998934194
3,13,046_0005_j.png,46,Watch for ZigZag Curve,46,Watch for ZigZag Curve,True,Success,,True,True,0.001996399980271235,0.012817200011340901,0.005495599994901568,0.0006910999945830554,0.0013592000177595764,0.022359499998856336
3,14,047_0002.png,47,Watch for Trains,47,Watch for Trains,True,Success,,True,True,0.0014150000060908496,0.00853989997995086,0.005536300013773143,0.0009860999998636544,0.0012676999904215336,0.01774499999010004
3,15,047_0005.png,47,Watch for Trains,47,Watch for Trains,True,Success,,True,True,0.004797300003701821,0.032245100010186434,0.0043335999944247305,0.0006708999862894416,0.0012281000090297312,0.04327500000363216
3,16,020_0002_j.png,20,Go straight or right,20,Go straight or right,True,Success,,True,True,0.0016035000153351575,0.011656799993943423,0.0037060999893583357,0.0006157000025268644,0.001291499997023493,0.018873599998187274
3,17,021_0004_j.png,21,Go straight,21,Go straight,True,Success,,True,True,0.0024190999974962324,0.016272900014882907,0.004070099996170029,0.0006271000020205975,0.0011879999947268516,0.024577200005296618
3,18,042_0016_j.png,42,Slow down,42,Slow down,True,Success,,True,True,0.0018816999800037593,0.009721100010210648,0.004115999996429309,0.0006250000151339918,0.0013054999872110784,0.017649299988988787
3,19,051_0005_j.png,51,Watch for Heavy Vehicle Accidents,51,Watch for Heavy Vehicle Accidents,True,Success,,True,True,0.00137339998036623,0.004534900013823062,0.004004899994470179,0.0006324999849312007,0.001212700008181855,0.011758399981772527
3,20,057_0003_j.png,57,Stop for check,57,Stop for check,True,Success,,True,True,0.001966499985428527,0.008276900014607236,0.004685699997935444,0.0006674999895039946,0.001335100008873269,0.01693169999634847
3,21,011_0029.png,11,Don't Go Left,11,Don't Go Left,True,Success,,True,True,0.0010035000159405172,0.004031899996334687,0.004081299994140863,0.0006190999993123114,0.0011715000146068633,0.010907300020335242
3,22,013_0013.png,13,Don't Go Right,13,Don't Go Right,True,Success,,True,True,0.0015226000105030835,0.006047699978807941,0.0040803000156302005,0.0006223999953363091,0.0013799000007566065,0.01365290000103414
3,23,021_0004.png,21,Go straight,21,Go straight,True,Success,,True,True,0.0018430000054650009,0.00952829999732785,0.0055235000036191195,0.0008619999862276018,0.0015361999976448715,0.019292999990284443
3,24,022_0005.png,22,Go Left,22,Go Left,True,Success,,True,True,0.001942700007930398,0.009678699978394434,0.005460200016386807,0.0010858000023290515,0.001495100004831329,0.01966250000987202
3,25,027_0010.png,27,Roundabout mandatory,27,Roundabout mandatory,True,Success,,True,True,0.0014786999963689595,0.009445000003324822,0.003637200017692521,0.0005831999878864735,0.0011676999856717885,0.016311799990944564
3,26,027_0012.png,27,Roundabout mandatory,27,Roundabout mandatory,True,Success,,True,True,0.0010676000092644244,0.005200599989620969,0.005106800002977252,0.0008449000015389174,0.0015792000049259514,0.013799100008327514
3,27,028_0202.png,28,watch out for cars,28,watch out for cars,True,Success,,True,True,0.0018774999771267176,0.009404600015841424,0.005526199995074421,0.0008087999885901809,0.0013699000119231641,0.018986999988555908
3,28,037_0019.png,37,Watch for Children crossing,37,Watch for Children crossing,True,Success,,True,True,0.0020253999973647296,0.009680299990577623,0.005898100003832951,0.0007470000127796084,0.001591499982168898,0.01994229998672381
3,29,037_0021.png,37,Watch for Children crossing,37,Watch for Children crossing,True,Success,,True,True,0.001741599990054965,0.006863999995402992,0.005121800000779331,0.0007793000258971006,0.0012854999804403633,0.01579219999257475
3,30,040_0011.png,40,Watch for down steep slope,40,Watch for down steep slope,True,Success,,True,True,0.0016173000039998442,0.013952800014521927,0.00416479998966679,0.0006309000018518418,0.0011971000058110803,0.021562900015851483
3,31,048_0004.png,48,Watch for Construction site,48,Watch for Construction site,True,Success,,True,True,0.002513000014005229,0.016197899996768683,0.00447300000814721,0.0006485999911092222,0.001264999998966232,0.025097500008996576
3,32,000_1_0002.png,0,Speed limit five kilometers per hour,0,Speed limit five kilometers per hour,True,Success,,True,True,0.002063699997961521,0.012677099992288277,0.00427149998722598,0.0005887000006623566,0.0010799000156112015,0.020680899993749335
3,33,000_1_0013.png,0,Speed limit five kilometers per hour,0,Speed limit five kilometers per hour,True,Success,,True,True,0.0019447999948170036,0.010407699999632314,0.004170400003204122,0.0006354000070132315,0.0012088000075891614,0.018367100012255833
3,34,000_1_0018.png,0,Speed limit five kilometers per hour,0,Speed limit five kilometers per hour,True,Success,,True,True,0.0031577000045217574,0.01728149998234585,0.004456399998161942,0.00048630000674165785,0.0008391000155825168,0.026221000007353723
3,35,000_1_0034.png,0,Speed limit five kilometers per hour,0,Speed limit five kilometers per hour,True,Success,,True,True,0.0006359000108204782,0.003482100000837818,0.003970099991420284,0.0007299999997485429,0.0011470000026747584,0.009965100005501881
3,36,001_1_0009.png,1,Speed limit fifteen kilometers per hour,1,Speed limit fifteen kilometers per hour,True,Success,,True,True,0.0019116000039502978,0.01444859997718595,0.005692200007615611,0.0008382000087294728,0.001430500007700175,0.024321100005181506
3,37,002_1_0010.png,2,Speed limit thirty kilometers per hour,2,Speed limit thirty kilometers per hour,True,Success,,True,True,0.001295800000661984,0.0065531000145711005,0.005549499997869134,0.0012258999922778457,0.0013435000146273524,0.015967800020007417
3,38,003_1_0034.png,3,Speed limit fourty kilometers per hour,3,Speed limit fourty kilometers per hour,True,Success,,True,True,0.0010915999882854521,0.004945699998643249,0.005377199995564297,0.0006972000119276345,0.0013196000072639436,0.013431300001684576
3,39,004_1_0020.png,4,Speed limit fifty kilometers per hour,4,Speed limit fifty kilometers per hour,True,Success,,True,True,0.0012330000172369182,0.0059815999993588775,0.0055256999912671745,0.0007908999978099018,0.001336000015726313,0.014867200021399185
3,40,005_1_0027.png,5,Speed limit sixty kilometers per hour,5,Speed limit sixty kilometers per hour,True,Success,,True,True,0.0026944000273942947,0.016418999992311,0.005043999990448356,0.0008272000122815371,0.001361000002361834,0.026345600024797022
3,41,007_1_0006.png,7,Speed limit eighty kilometers per hour,7,Speed limit eighty kilometers per hour,True,Success,,True,True,0.001620500028366223,0.012102399981813505,0.0046107000089250505,0.0007881000055931509,0.0012366999872028828,0.020358400011900812
3,42,012_1_0015.png,12,Don't Go Left or Right,12,Don't Go Left or Right,True,Success,,True,True,0.0016618000227026641,0.007629199972143397,0.004620000021532178,0.000678699987474829,0.0012162000057287514,0.01580590000958182
3,43,014_1_0028.png,14,Don't overtake from Left,14,Don't overtake from Left,True,Success,,True,True,0.0015505999908782542,0.007215999998152256,0.004154199996264651,0.0006523000192828476,0.001229399989824742,0.014802499994402751
3,44,015_1_0001.png,15,No U-turn,15,No U-turn,True,Success,,True,True,0.0015883000160101801,0.01097430000663735,0.0039443999994546175,0.000598999991780147,0.0012011000071652234,0.018307100021047518
3,45,016_1_0014.png,16,No Car,16,No Car,True,Success,,True,True,0.0019139999931212515,0.008024899987503886,0.00410109999938868,0.0006203000084497035,0.001262200006749481,0.015922499995213002
3,46,017_1_0017.png,17,No horn,17,No horn,True,Success,,True,True,0.0015253000019583851,0.008620900014648214,0.00399739999556914,0.00060299999313429,0.001188099995488301,0.01593470000079833
3,47,023_1_0003.png,23,Go Left or right,23,Go Left or right,True,Success,,True,True,0.0009450999787077308,0.004758600000059232,0.0037816000112798065,0.0006199000054039061,0.0010946000111289322,0.011199800006579608
3,48,023_1_0004.png,23,Go Left or right,23,Go Left or right,True,Success,,True,True,0.0006332999910227954,0.004986100015230477,0.003872399975080043,0.0005360000068321824,0.0011048000014852732,0.011132599989650771
3,49,024_1_0016.png,24,Go Right,24,Go Right,True,Success,,True,True,0.004462900018552318,0.025592599995434284,0.004756300011649728,0.0006297999934758991,0.001036100002238527,0.036477700021350756
3,50,024_1_0017.png,24,Go Right,24,Go Right,True,Success,,True,True,0.0043100000184495,0.036308799986727536,0.005278800002997741,0.0005639999872073531,0.001164900022558868,0.047626500017941
3,51,026_1_0016.png,26,keep Right,26,keep Right,True,Success,,True,True,0.00242390000494197,0.009893000009469688,0.004603500012308359,0.0007566999993287027,0.001438299979781732,0.019115400005830452
3,52,028_1_0007.png,28,watch out for cars,28,watch out for cars,True,Success,,True,True,0.002305499976500869,0.017925000021932647,0.003770799987250939,0.0007222999993246049,0.000994000001810491,0.02571759998681955
3,53,030_1_0002.png,30,Non-motor vehicle allowed,30,Non-motor vehicle allowed,True,Success,,True,True,0.004472500004339963,0.025401599996257573,0.006129200017312542,0.0007183999987319112,0.0014639000000897795,0.03818560001673177
3,54,030_1_0023.png,30,Non-motor vehicle allowed,30,Non-motor vehicle allowed,True,Success,,True,True,0.0009888999920804054,0.008205899997847155,0.003763399989111349,0.0007175000209826976,0.0012736999779008329,0.01494939997792244
3,55,032_1_0001_1_j.png,32,Watch for Road Divider,32,Watch for Road Divider,True,Success,,True,True,0.0031664000125601888,0.01212549998308532,0.0038758000009693205,0.0007072000007610768,0.0012308000004850328,0.02110569999786094
3,56,032_1_0002_1_j.png,32,Watch for Road Divider,32,Watch for Road Divider,True,Success,,True,True,0.0020105000003241003,0.01358930001151748,0.004114200011827052,0.0006243999814614654,0.0012382999993860722,0.02157670000451617
3,57,033_1_0001.png,33,Watch for Traffic signals,33,Watch for Traffic signals,True,Success,,True,True,0.002004500012844801,0.008494799985783175,0.0036946999898646027,0.0005804999964311719,0.0010646000155247748,0.015839100000448525
3,58,034_1_0002.png,34,Danger Ahead,34,Danger Ahead,True,Success,,True,True,0.001364700001431629,0.00568790000397712,0.0038838000036776066,0.0006004000024404377,0.0013341999729163945,0.012870999984443188
3,59,034_1_0003_1_j.png,34,Danger Ahead,34,Danger Ahead,True,Success,,True,True,0.0017608999914955348,0.006968400004552677,0.0034451000101398677,0.0009482000023126602,0.001243599981535226,0.014366199990035966
3,60,035_1_0002.png,35,Watch for Zebra Crossing,35,Watch for Zebra Crossing,True,Success,,True,True,0.0014224000042304397,0.008656499994685873,0.0037785999884363264,0.0005756000173278153,0.0011753999860957265,0.015608499990776181
3,61,035_1_0003.png,35,Watch for Zebra Crossing,35,Watch for Zebra Crossing,True,Success,,True,True,0.0015361999976448715,0.00531750000664033,0.004789200000232086,0.0006113999988883734,0.0012885999749414623,0.013542899978347123
3,62,035_1_0004.png,35,Watch for Zebra Crossing,35,Watch for Zebra Crossing,True,Success,,True,True,0.002334699995117262,0.009378300019307062,0.0056905999954324216,0.0007196999795269221,0.0017995000234805048,0.019922800012864172
3,63,037_1_0009.png,37,Watch for Children crossing,37,Watch for Children crossing,True,Success,,True,True,0.0025458000018261373,0.014014299988048151,0.005478400009451434,0.0006895999831613153,0.0010069000127259642,0.023734999995213002
3,64,043_1_0021.png,43,Go right or straight,43,Go right or straight,True,Success,,True,True,0.0027470999921206385,0.02286420000018552,0.0055939000158105046,0.0011709999816957861,0.0012141000188421458,0.033590300008654594
3,65,045_1_0004.png,45,Near the village,45,Near the village,True,Success,,True,True,0.001939000008860603,0.013571299990871921,0.006428200023947284,0.0007277999829966575,0.001444099994841963,0.02411040000151843
3,66,045_1_0009.png,45,Near the village,45,Near the village,True,Success,,True,True,0.001848500018240884,0.013941499986685812,0.0058988000091630965,0.0006122000049799681,0.0012347000010777265,0.023535700020147488
3,67,047_1_0003.png,47,Watch for Trains,47,Watch for Trains,True,Success,,True,True,0.0016670999757479876,0.007841100014047697,0.004041400010464713,0.0006661999796051532,0.0015759000089019537,0.015791699988767505
3,68,049_1_0010.png,49,Watch for consecutive turnings,49,Watch for consecutive turnings,True,Success,,True,True,0.0015107000072021037,0.006383500003721565,0.004207599995424971,0.00044929998693987727,0.0011732999992091209,0.013724399992497638
3,69,050_1_0003.png,50,Watch for fences,50,Watch for fences,True,Success,,True,True,0.003253200004110113,0.024004000006243587,0.003674100007629022,0.0006361999840009958,0.0011495000217109919,0.03271700002369471
3,70,055_1_0031.png,55,No entry,55,No entry,True,Success,,True,True,0.001983099995413795,0.009293799987062812,0.004178900009719655,0.000610699993558228,0.0011439000081736594,0.01721039999392815
3,71,056_1_0010.png,56,Slow down to yield,56,Slow down to yield,True,Success,,True,True,0.003024700010428205,0.017749199992977083,0.003963900002418086,0.0005139000131748617,0.0008880999812390655,0.0261398000002373
3,72,008_1_0008_1_j.png,8,Don't Go straight or left,8,Don't Go straight or left,True,Success,,True,True,0.0016972000012174249,0.0056041000061668456,0.0056776999845169485,0.0008329999982379377,0.00132610002765432,0.015138100017793477
3,73,023_1_0002_1_j.png,23,Go Left or right,23,Go Left or right,True,Success,,True,True,0.0020346999808680266,0.013273499993374571,0.0057394000177737325,0.000769499980378896,0.001244000013684854,0.02306109998608008
3,74,030_1_0018_1_j.png,30,Non-motor vehicle allowed,30,Non-motor vehicle allowed,True,Success,,True,True,0.002349600021261722,0.012979599996469915,0.005962299997918308,0.0006594999867957085,0.0013273000076878816,0.023278300010133535
3,75,052_1_0008_1_j.png,52,Stop to yield,52,Stop to yield,True,Success,,True,True,0.0026295999996364117,0.01912019998417236,0.005331099993782118,0.0006041000015102327,0.001591400010511279,0.0292763999896124
3,76,010_1_0013.png,10,Don't Go straight,10,Don't Go straight,True,Success,,True,True,0.0019874999998137355,0.007897600007709116,0.005665200005751103,0.0012453999952413142,0.0014429999864660203,0.01823869999498129
3,77,011_1_0019.png,11,Don't Go Left,11,Don't Go Left,True,Success,,True,True,0.0034389000211376697,0.01935399998910725,0.004215499997371808,0.0006167000101413578,0.0011838999926112592,0.028809000010369346
3,78,023_1_0005.png,23,Go Left or right,23,Go Left or right,True,Success,,True,True,0.0021985000057611614,0.01144540001405403,0.00391729999682866,0.0008125999884214252,0.0012226999970152974,0.019596500002080575
3,79,028_1_0216.png,28,watch out for cars,28,watch out for cars,True,Success,,True,True,0.002689399989321828,0.014331200014567003,0.004185300000244752,0.0005880999960936606,0.0011350999993737787,0.02292909999960102
3,80,029_1_0015.png,29,Horn,29,Horn,True,Success,,True,True,0.0022637000074610114,0.010856000008061528,0.004028800001833588,0.0005959999980404973,0.0011106999882031232,0.018855200003599748
3,81,031_1_0020.png,31,Uturn allowed,31,Uturn allowed,True,Success,,True,True,0.004965700005413964,0.028189900011057034,0.004595100006554276,0.0005841999955009669,0.0012239999778103083,0.03955889999633655
3,82,036_1_0014.png,36,Watch for non-motor vehicle,36,Watch for non-motor vehicle,True,Success,,True,True,0.0029922000248916447,0.015513699996517971,0.004502700001467019,0.0006788999889977276,0.0013183999981265515,0.025005900010000914
3,83,036_1_0016.png,36,Watch for non-motor vehicle,36,Watch for non-motor vehicle,True,Success,,True,True,0.001891099993372336,0.011398200003895909,0.0048254000139422715,0.001068499987013638,0.0015109000087250024,0.020694100006949157
3,84,036_1_0019.png,36,Watch for non-motor vehicle,36,Watch for non-motor vehicle,True,Success,,True,True,0.001196700002765283,0.005519899976206943,0.005270000023301691,0.0005701999762095511,0.001247400010470301,0.01380419998895377
